,name,min_salary,max_salary,currency,link,site_link
111,Разработчик бэкенда процессинга,,,,https://nn.hh.ru/vacancy/80804182?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
112,Эксперт мониторинга IT сервисов,,,,https://nn.hh.ru/vacancy/80886392?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
113,Lead QA Automation Engineer (Python),,,,https://nn.hh.ru/vacancy/79527568?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
114,Инженер-программист,40000.0,80000.0,руб.,https://nn.hh.ru/vacancy/79532031?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
115,DevOps,,,,https://nn.hh.ru/vacancy/77326600?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
116,Разработчик (angular),,,,https://nn.hh.ru/vacancy/80642631?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
117,Hardware Support Engineer,,,,https://nn.hh.ru/vacancy/80633340?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
118,Разработчик в платформу управления микросервисами,,,,https://nn.hh.ru/vacancy/78200618?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
119,Специалист технической поддержки программных роботов (RPA),,,,https://nn.hh.ru/vacancy/78785381?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
120,Backend разработчик С++ в команду Транспорта,,,,https://nn.hh.ru/vacancy/72747032?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
121,Старший BI-разработчик в HR Tech,,,,https://nn.hh.ru/vacancy/80505294?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
122,"C++ Developer (Middle, Senior)",,,,https://nn.hh.ru/vacancy/80397910?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
123,Инженер-программист в Региональный НОЦ транспортного машиностроения НГТУ,,,,https://nn.hh.ru/vacancy/78147849?query=%D0%BF%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B8%D1%81%D1%82+Python,https://nn.hh.ru/vacancies/programmist_python?page=2&hhtmFrom=vacancy_search_list
